,OBJECTID,FID_1,City,Area,X2016,Cntry_C,Cntry__,Shape_Leng,Shape_Area,ZS_sum,worldpop,lcz_stats,lcz_shares,LCZ_1,LCZ_2,LCZ_3,LCZ_4,LCZ_5,LCZ_6,LCZ_8,LCZ_9,LCZ_10,LCZ_11,LCZ_12,LCZ_14,LCZ_15,LCZ_16,LCZ_17,LCZ_7,LCZ_13,Mean_1981_2010,Mean_2071_2100,Temp_Diff_2071_2100,Continent,Optimize Urban Openness_score,Regulate Densification_score,Restrict Building Height_score,Raise Pervious Surface Fraction Ratio_score,Utilize Reflective Building Materials_score,Increase Green Space and Vegetation Cover_score,Increase Water Bodies_score,Reduce Environmental Pollution_score,Control Heat Emissions From Factories_score,Promote Sustainable Urban Forms_score
10,12,12.0,Acapulco de Juárez,182.378497273,907.393,484.0,Mexico,113471.231156,182378497.27299997,662983.2637584796,663,"{2: 11, 3: 2205, 4: 5, 5: 14, 6: 7203, 8: 663, 9: 1669, 10: 1, 11: 5062, 12: 1500, 13: 24, 14: 465, 15: 1, 16: 5, 17: 2}","{2: 0.0005841741901221455, 3: 0.1171003717472119, 4: 0.0002655337227827934, 5: 0.0007434944237918215, 6: 0.3825278810408922, 8: 0.03520977164099841, 9: 0.08863515666489644, 10: 5.310674455655868e-05, 11: 0.26882634094530006, 12: 0.07966011683483802, 13: 0.0012745618693574083, 14: 0.024694636218799786, 15: 5.310674455655868e-05, 16: 0.0002655337227827934, 17: 0.00010621348911311737}",0.0,0.0005841741901221455,0.1171003717472119,0.0002655337227827934,0.0007434944237918215,0.3825278810408922,0.03520977164099841,0.08863515666489644,5.310674455655868e-05,0.26882634094530006,0.07966011683483802,0.024694636218799786,5.310674455655868e-05,0.0002655337227827934,0.00010621348911311737,0.0,0.0012745618693574083,,,,,0.11768454593733405,0.11768454593733405,0.0002655337227827934,0.15289431757833244,0.1532129580456718,0.1532129580456718,0.1532129580456718,0.03526287838555497,0.03526287838555497,0.03526287838555497
11,13,13.0,Accra,767.524874522,2315.819,288.0,Ghana,221488.392425,767524874.522,4012944.427699566,4013,"{1: 5, 3: 24892, 4: 10, 5: 54, 6: 34805, 7: 7, 8: 5846, 9: 4501, 10: 63, 11: 395, 12: 806, 13: 7, 14: 4405, 15: 62, 16: 367, 17: 507}","{1: 6.516186206537038e-05, 3: 0.3244018141062399, 4: 0.00013032372413074075, 5: 0.0007037481103060001, 6: 0.4535917218370432, 7: 9.122660689151854e-05, 8: 0.07618724912683104, 9: 0.058658708231246415, 10: 0.0008210394620236668, 11: 0.00514778710316426, 12: 0.010504092164937705, 13: 9.122660689151854e-05, 14: 0.05740760047959131, 15: 0.0008080070896105927, 16: 0.004782880675598186, 17: 0.006607412813428556}",6.516186206537038e-05,0.0,0.3244018141062399,0.00013032372413074075,0.0007037481103060001,0.4535917218370432,0.07618724912683104,0.058658708231246415,0.0008210394620236668,0.00514778710316426,0.010504092164937705,0.05740760047959131,0.0008080070896105927,0.004782880675598186,0.006607412813428556,9.122660689151854e-05,9.122660689151854e-05,26.492050130939052,28.44165731387957,1.9496071829405184,Africa,0.32446697596830526,0.32446697596830526,0.00019548558619611115,0.4006542250951363,0.4016055882812907,0.4016055882812907,0.4016055882812907,0.07707345045092008,0.07707345045092008,0.07700828858885471
12,14,14.0,Adana,257.066971149,1879.021,792.0,Turkey,134698.532176,257066971.14900002,676423.8649165407,676,"{2: 1303, 3: 4798, 4: 30, 5: 362, 6: 5452, 8: 8761, 9: 2103, 10: 2, 11: 184, 12: 298, 13: 10, 14: 8180, 15: 23, 16: 507, 17: 178}","{2: 0.040477151999005936, 3: 0.14904787052281693, 4: 0.0009319374980584636, 5: 0.011245379143238794, 6: 0.16936410798049145, 8: 0.27215681401633995, 9: 0.06532881861389829, 10: 6.21291665372309e-05, 11: 0.005715883321425243, 12: 0.009257245814047405, 13: 0.00031064583268615453, 14: 0.2541082911372744, 15: 0.0007144854151781554, 16: 0.015749743717188035, 17: 0.00552949582181355}",0.0,0.040477151999005936,0.14904787052281693,0.0009319374980584636,0.011245379143238794,0.16936410798049145,0.27215681401633995,0.06532881861389829,6.21291665372309e-05,0.005715883321425243,0.009257245814047405,0.2541082911372744,0.0007144854151781554,0.015749743717188035,0.00552949582181355,0.0,0.00031064583268615453,18.646066666666695,22.5294666666667,3.8834000000000017,Asia,0.18952502252182285,0.18952502252182285,0.0009319374980584636,0.4616818365381628,0.46267590320275853,0.46267590320275853,0.46267590320275853,0.2722189431828772,0.2722189431828772,0.2722189431828772
13,15,15.0,Ad-Dammam,592.380473503,1085.383,682.0,Saudi Arabia,276440.789796,592380473.503,967282.8535780907,967,"{2: 242, 3: 7499, 5: 4, 6: 4880, 7: 2, 8: 34198, 9: 378, 10: 412, 12: 5, 13: 18, 14: 89, 15: 2645, 16: 14297, 17: 90}","{2: 0.0037369323182878055, 3: 0.11579857625967047, 5: 6.176747633533563e-05, 6: 0.07535632112910946, 7: 3.0883738167667815e-05, 8: 0.528081038928952, 9: 0.0058370265136892165, 10: 0.00636205006253957, 12: 7.720934541916953e-05, 13: 0.00027795364350901035, 14: 0.0013743263484612177, 15: 0.04084374372674068, 16: 0.22077240229157338, 17: 0.0013897682175450516}",0.0,0.0037369323182878055,0.11579857625967047,0.0,6.176747633533563e-05,0.07535632112910946,0.528081038928952,0.0058370265136892165,0.00636205006253957,0.0,7.720934541916953e-05,0.0013743263484612177,0.04084374372674068,0.22077240229157338,0.0013897682175450516,3.0883738167667815e-05,0.00027795364350901035,26.149630595393344,30.084984789222116,3.935354193828772,Asia,0.11953550857795828,0.11953550857795828,0.0,0.6476165475069102,0.6539785975694498,0.6539785975694498,0.6539785975694498,0.5344430889914915,0.5344430889914915,0.5344430889914915
14,16,16.0,Ad-Dawhah (Doha)Ad-Dawhah (Doha) Ar-Rayyan,743.669538825,1454.641,634.0,Qatar,308950.023926,743669538.825,2914553.8769111494,2915,"{1: 4, 2: 206, 3: 4866, 4: 125, 5: 1, 6: 941, 8: 41687, 9: 397, 10: 978, 12: 3, 13: 35, 14: 289, 15: 5238, 16: 26517, 17: 332}","{1: 4.9008196620884846e-05, 2: 0.0025239221259755694, 3: 0.05961847118930641, 4: 0.0015315061444026513, 5: 1.2252049155221211e-05, 6: 0.011529178255063159, 8: 0.5107511731337067, 9: 0.004864063514622821, 10: 0.011982504073806344, 12: 3.6756147465663634e-05, 13: 0.0004288217204327424, 14: 0.00354084220585893, 15: 0.06417623347504871, 16: 0.32488758744900087, 17: 0.004067680319533442}",4.9008196620884846e-05,0.0025239221259755694,0.05961847118930641,0.0015315061444026513,1.2252049155221211e-05,0.011529178255063159,0.5107511731337067,0.004864063514622821,0.011982504073806344,0.0,3.6756147465663634e-05,0.00354084220585893,0.06417623347504871,0.32488758744900087,0.004067680319533442,0.0,0.0004288217204327424,27.091649251132043,30.696438523162698,3.6047892720306542,Asia,0.06219140151190286,0.06219140151190286,0.0015805143410235361,0.5729425746456095,0.5864565848638185,0.5864565848638185,0.5864565848638185,0.5227826854041339,0.5227826854041339,0.522733677207513
15,17,17.0,Addis Ababa,466.785655031,3316.22,231.0,Ethiopia,105977.387305,466785655.03099996,3220577.770839095,3221,"{2: 319, 3: 15331, 4: 98, 5: 337, 6: 11631, 7: 2, 8: 5621, 9: 5118, 11: 3091, 12: 1595, 13: 180, 14: 2794, 15: 1100, 16: 46}","{2: 0.006749465755453526, 3: 0.324376362059116, 4: 0.0020735035863148764, 5: 0.007130313352939932, 6: 0.24609102257579926, 7: 4.2316399720711764e-05, 8: 0.11893024141506041, 9: 0.10828766688530139, 11: 0.06539999576836003, 12: 0.03374732877726763, 13: 0.0038084759748640584, 14: 0.05911601040983433, 15: 0.023274019846391467, 16: 0.0009732771935763706}",0.0,0.006749465755453526,0.324376362059116,0.0020735035863148764,0.007130313352939932,0.24609102257579926,0.11893024141506041,0.10828766688530139,0.0,0.06539999576836003,0.03374732877726763,0.05911601040983433,0.023274019846391467,0.0009732771935763706,0.0,4.2316399720711764e-05,0.0038084759748640584,15.237371445856054,18.366212946158537,3.12884150030248,Africa,0.33112582781456956,0.33112582781456956,0.0020735035863148764,0.45005606922963,0.45212957281594485,0.45212957281594485,0.45212957281594485,0.11893024141506041,0.11893024141506041,0.11893024141506041
16,18,18.0,Adelaide,843.068443929,1264.982,36.0,Australia,540902.05089,843068443.929,1003518.764445396,1004,"{1: 124, 2: 276, 3: 5527, 4: 153, 5: 685, 6: 42811, 7: 1, 8: 18718, 9: 4886, 10: 148, 11: 6978, 12: 10926, 13: 2, 14: 8857, 15: 179, 16: 1330, 17: 526}","{1: 0.0012141745082103654, 2: 0.0027025174537585557, 3: 0.054118891184505566, 4: 0.0014981346754531122, 5: 0.006707334984871778, 6: 0.4191937489596287, 7: 9.791729904922302e-06, 8: 0.18328160036033567, 9: 0.04784239231545037, 10: 0.0014491760259285008, 11: 0.06832669127654782, 12: 0.10698444094118108, 13: 1.9583459809844604e-05, 14: 0.08672535176789684, 15: 0.0017527196529810922, 16: 0.013023000773546662, 17: 0.005150449929989131}",0.0012141745082103654,0.0027025174537585557,0.054118891184505566,0.0014981346754531122,0.006707334984871778,0.4191937489596287,0.18328160036033567,0.04784239231545037,0.0014491760259285008,0.06832669127654782,0.10698444094118108,0.08672535176789684,0.0017527196529810922,0.013023000773546662,0.005150449929989131,9.791729904922302e-06,1.9583459809844604e-05,15.924508174009452,18.32337212524248,2.3988639512330288,Oceania,0.05803558314647449,0.05803558314647449,0.0027123091836634776,0.24131718350681014,0.24426449420819177,0.24426449420819177,0.24426449420819177,0.18594495089447455,0.18594495089447455,0.18473077638626417
17,19,19.0,Ado-Ekiti,129.105757593,417.067,566.0,Nigeria,51359.5810891,129105757.593,275564.60166049004,276,"{3: 1255, 6: 6256, 9: 1216, 11: 3013, 12: 793, 13: 234, 14: 250, 17: 8}","{3: 0.09635316698656429, 6: 0.4803071017274472, 9: 0.09335892514395394, 11: 0.23132437619961613, 12: 0.06088291746641075, 13: 0.017965451055662187, 14: 0.019193857965451054, 17: 0.0006142034548944338}",0.0,0.0,0.09635316698656429,0.0,0.0,0.4803071017274472,0.0,0.09335892514395394,0.0,0.23132437619961613,0.06088291746641075,0.019193857965451054,0.0,0.0,0.0006142034548944338,0.0,0.017965451055662187,24.93001089324622,26.671023965141643,1.7410130718954235,Africa,0.09635316698656429,0.09635316698656429,0.0,0.09635316698656429,0.09635316698656429,0.09635316698656429,0.09635316698656429,0.0,0.0,0.0
18,20,20.0,Agadir,191.065956679,585.52,504.0,Morocco,92369.30334029999,191065956.679,862797.6920831501,863,"{2: 19, 3: 948, 5: 4, 6: 2654, 8: 8029, 9: 1341, 11: 22, 12: 438, 13: 2041, 14: 2040, 15: 452, 16: 4029, 17: 22}","{2: 0.0008621080811289078, 3: 0.04301465583737919, 5: 0.00018149643813240165, 6: 0.1204228867008485, 8: 0.3643087254412632, 9: 0.06084668088388765, 11: 0.0009982304097282092, 12: 0.01987385997549798, 13: 0.09260855755705795, 14: 0.09256318344752484, 15: 0.020509097508961387, 16: 0.18281228730886157, 17: 0.0009982304097282092}",0.0,0.0008621080811289078,0.04301465583737919,0.0,0.00018149643813240165,0.1204228867008485,0.3643087254412632,0.06084668088388765,0.0,0.0009982304097282092,0.01987385997549798,0.09256318344752484,0.020509097508961387,0.18281228730886157,0.0009982304097282092,0.0,0.09260855755705795,20.109973753280872,23.535564304461975,3.4255905511811022,Africa,0.0438767639185081,0.0438767639185081,0.0,0.4081854893597713,0.4081854893597713,0.4081854893597713,0.4081854893597713,0.3643087254412632,0.3643087254412632,0.3643087254412632
19,21,21.0,Agartala,92.9561401645,588.238,356.0,India,68354.3488003,92956140.1645,427393.59552693367,427,"{2: 7, 3: 304, 4: 12, 5: 189, 6: 7040, 8: 57, 9: 1603, 11: 369, 12: 1, 14: 586, 16: 1, 17: 2}","{2: 0.0006882312456985547, 3: 0.029888899813194376, 4: 0.0011798249926260938, 5: 0.018582243633860976, 6: 0.692163995673975, 8: 0.005604168714973945, 9: 0.15760495526496904, 11: 0.036279618523252385, 12: 9.831874938550782e-05, 14: 0.05761478713990758, 16: 9.831874938550782e-05, 17: 0.00019663749877101564}",0.0,0.0006882312456985547,0.029888899813194376,0.0011798249926260938,0.018582243633860976,0.692163995673975,0.005604168714973945,0.15760495526496904,0.0,0.036279618523252385,9.831874938550782e-05,0.05761478713990758,0.0,9.831874938550782e-05,0.00019663749877101564,0.0,0.0,25.093567251462023,28.380190058479563,3.2866228070175367,Asia,0.030577131058892933,0.030577131058892933,0.0011798249926260938,0.03618129977386688,0.037361124766492976,0.037361124766492976,0.037361124766492976,0.005604168714973945,0.005604168714973945,0.005604168714973945
20,22,22.0,Aguadilla-Isabela-San Sebastian,166.605264205,302.413,630.0,Puerto Rico,120930.767118,166605264.205,106615.48305575823,107,"{3: 151, 6: 4921, 8: 120, 9: 5024, 11: 5217, 12: 1549, 13: 1, 14: 351, 15: 21, 16: 66, 17: 3}","{3: 0.008666207529843893, 6: 0.2824265381083563, 8: 0.006887052341597796, 9: 0.28833792470156105, 11: 0.2994146005509642, 12: 0.08890036730945822, 13: 5.73921028466483e-05, 14: 0.020144628099173553, 15: 0.0012052341597796144, 16: 0.003787878787878788, 17: 0.0001721763085399449}",0.0,0.0,0.008666207529843893,0.0,0.0,0.2824265381083563,0.006887052341597796,0.28833792470156105,0.0,0.2994146005509642,0.08890036730945822,0.020144628099173553,0.0012052341597796144,0.003787878787878788,0.0001721763085399449,0.0,5.73921028466483e-05,25.68630672926451,28.118114241001596,2.431807511737087,North America,0.008666207529843893,0.008666207529843893,0.0,0.01555325987144169,0.01555325987144169,0.01555325987144169,0.01555325987144169,0.006887052341597796,0.006887052341597796,0.006887052341597796
